CVE ID,Description,Published Date,Last Modified Date
CVE-1999-1582,"By design, the ""established"" command on the Cisco PIX firewall allows connections from one host to arbitrary ports of a target host if an alternative conduit has already been allowed, which can cause administrators to configure less restrictive access controls than intended if they do not understand this functionality.",1998-07-15T04:00:00.000,2017-07-11T01:29:01.867
CVE-1999-0263,Solaris SUNWadmap can be exploited to obtain root access.,1998-07-16T04:00:00.000,2018-10-30T16:25:26.683
CVE-1999-1149,Buffer overflow in CSM Proxy 4.1 allows remote attackers to cause a denial of service (crash) via a long string to the FTP port.,1998-07-16T04:00:00.000,2017-12-19T02:29:02.720
CVE-1999-1432,"Power management (Powermanagement) on Solaris 2.4 through 2.6 does not start the xlock process until after the sys-suspend has completed, which allows an attacker with physical access to input characters to the last active application from the keyboard for a short period after the system is restoring, which could lead to increased privileges.",1998-07-16T04:00:00.000,2018-10-30T16:26:22.357
CVE-1999-1558,Vulnerability in loginout in Digital OpenVMS 7.1 and earlier allows unauthorized access when external authentication is enabled.,1998-07-16T04:00:00.000,2008-09-05T20:19:48.723
CVE-1999-0005,Arbitrary command execution via IMAP buffer overflow in authenticate command.,1998-07-20T04:00:00.000,2008-09-09T12:33:31.117
CVE-1999-1200,"Vintra SMTP MailServer allows remote attackers to cause a denial of service via a malformed ""EXPN *@"" command.",1998-07-20T04:00:00.000,2017-12-19T02:29:03.267
CVE-1999-1420,"NBase switches NH2012, NH2012R, NH2015, and NH2048 have a back door password that cannot be disabled, which allows remote attackers to modify the switch's configuration.",1998-07-20T04:00:00.000,2016-10-18T02:04:18.083
CVE-1999-1421,"NBase switches NH208 and NH215 run a TFTP server which allows remote attackers to send software updates to modify the switch or cause a denial of service (crash) by guessing the target filenames, which have default names.",1998-07-20T04:00:00.000,2016-10-18T02:04:19.550
CVE-1999-1070,Buffer overflow in ping CGI program in Xylogics Annex terminal service allows remote attackers to cause a denial of service via a long query parameter.,1998-07-25T04:00:00.000,2008-09-05T20:18:39.087
CVE-1999-0941,Mutt mail client allows a remote attacker to execute commands via shell metacharacters.,1998-07-28T04:00:00.000,2016-10-18T01:59:55.663
CVE-1999-1447,Internet Explorer 4.0 allows remote attackers to cause a denial of service (crash) via HTML code that contains a long CLASSID parameter in an OBJECT tag.,1998-07-28T04:00:00.000,2021-07-22T13:53:45.333
CVE-1999-1406,"dumpreg in Red Hat Linux 5.1 opens /dev/mem with O_RDWR access, which allows local users to cause a denial of service (crash) by redirecting fd 1 (stdout) to the kernel.",1998-07-29T04:00:00.000,2016-10-18T02:04:08.613
CVE-1999-1448,"Eudora and Eudora Light before 3.05 allows remote attackers to cause a crash and corrupt the user's mailbox via an e-mail message with certain dates, such as (1) dates before 1970, which cause a Divide By Zero error, or (2) dates that are 100 years after the current date, which causes a segmentation fault.",1998-07-29T04:00:00.000,2016-10-18T02:04:43.180
CVE-1999-1136,"Vulnerability in Predictive on HP-UX 11.0 and earlier, and MPE/iX 5.5 and earlier, allows attackers to compromise data transfer for Predictive messages (using e-mail or modem) between customer and Response Center Predictive systems.",1998-07-30T04:00:00.000,2024-02-14T01:17:43.863
CVE-1999-0269,Netscape Enterprise servers may list files through the PageServices query.,1998-08-01T04:00:00.000,2022-08-17T07:15:15.493
CVE-1999-0288,"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets.",1998-08-01T04:00:00.000,2018-05-03T01:29:02.833
CVE-1999-0333,"HP OpenView Omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.",1998-08-01T04:00:00.000,2022-08-17T08:15:09.807
CVE-1999-0339,"Buffer overflow in the libauth library in Solaris allows local users to gain additional privileges, possibly root access.",1998-08-01T04:00:00.000,2022-08-17T08:15:10.097
CVE-1999-0344,NT users can gain debug-level access on a system process using the Sechole exploit.,1998-08-01T04:00:00.000,2023-11-07T01:54:57.143
CVE-1999-0516,An SNMP community name is guessable.,1998-08-01T04:00:00.000,2022-08-17T08:15:13.660
CVE-1999-0062,The chpass command in OpenBSD allows a local user to gain root access through file descriptor leakage.,1998-08-03T04:00:00.000,2008-09-09T12:33:39.447
CVE-1999-0262,Hylafax faxsurvey CGI script on Linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.,1998-08-04T04:00:00.000,2018-05-03T01:29:02.507
CVE-1999-1199,"Apache WWW server 1.3.1 and earlier allows remote attackers to cause a denial of service (resource exhaustion) via a large number of MIME headers with the same name, aka the ""sioux"" vulnerability.",1998-08-07T04:00:00.000,2023-11-07T01:55:07.463
CVE-1999-0159,"Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.",1998-08-12T04:00:00.000,2022-08-17T07:15:12.597
CVE-1999-1283,Opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a URL that contains an extra / in the http:// tag.,1998-08-14T04:00:00.000,2017-12-19T02:29:07.127
CVE-1999-0157,Cisco PIX firewall and CBAC IP fragmentation attack results in a denial of service.,1998-08-18T04:00:00.000,2018-10-30T16:25:31.607
CVE-1999-1416,AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service (resource exhaustion) via an HTTP POST request with a large content-length.,1998-08-23T04:00:00.000,2008-09-10T19:01:54.383
CVE-1999-1417,"Format string vulnerability in AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via encoded % characters in an HTTP request, which is improperly logged.",1998-08-23T04:00:00.000,2008-09-10T19:01:54.447
CVE-1999-1041,Buffer overflow in mscreen on SCO OpenServer 5.0 and SCO UNIX 3.2v4 allows a local user to gain root access via (1) a long TERM environmental variable and (2) a long entry in the .mscreenrc file.,1998-08-27T04:00:00.000,2016-10-18T02:00:35.640
CVE-1999-0065,Multiple buffer overflows in how dtmail handles attachments allows a remote attacker to execute commands.,1998-08-31T04:00:00.000,2018-10-30T16:26:22.357
CVE-1999-0158,Cisco PIX firewall manager (PFM) on Windows NT allows attackers to connect to port 8080 on the PFM server and retrieve any file whose name and location is known.,1998-08-31T04:00:00.000,2018-10-30T16:25:31.607
CVE-1999-0162,"The ""established"" keyword in some Cisco IOS software allowed an attacker to bypass filtering.",1998-09-01T04:00:00.000,2022-08-17T10:15:11.067
CVE-1999-0302,SunOS/Solaris FTP clients can be forced to execute arbitrary commands from a malicious FTP server.,1998-09-01T04:00:00.000,2018-10-30T16:26:22.357
CVE-1999-0310,SSH 1.2.25 on HP-UX allows access to new user accounts.,1998-09-01T04:00:00.000,2022-08-17T08:15:09.387
CVE-1999-0792,ROUTERmate has a default SNMP community name which allows remote attackers to modify its configuration.,1998-09-01T04:00:00.000,2008-09-09T12:35:39.493
CVE-1999-1292,Buffer overflow in web administration feature of Kolban Webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long URL.,1998-09-01T04:00:00.000,2017-12-19T02:29:07.533
CVE-1999-0779,Denial of service in HP-UX SharedX recserv program.,1998-09-03T04:00:00.000,2008-09-09T12:35:38.290
CVE-1999-0930,wwwboard allows a remote attacker to delete message board articles via a malformed argument.,1998-09-03T04:00:00.000,2018-05-03T01:29:04.160
CVE-1999-0871,"Internet Explorer 4.0 and 4.01 allow a remote attacker to read files via IE's cross frame security, aka the ""Cross Frame Navigate"" vulnerability.",1998-09-04T04:00:00.000,2021-07-22T13:53:58.380
CVE-1999-1048,"Buffer overflow in bash 2.0.0, 1.4.17, and other versions allows local attackers to gain privileges by creating an extremely large directory name, which is inserted into the password prompt via the \w option in the PS1 environmental variable when another user changes into that directory.",1998-09-05T04:00:00.000,2017-10-10T01:29:01.717
CVE-1999-0056,Buffer overflow in Sun's ping program can give root access to local users.,1998-09-09T04:00:00.000,2018-10-30T16:26:22.357
CVE-1999-0897,iChat ROOMS Webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.,1998-09-09T04:00:00.000,2016-10-18T01:59:51.930
CVE-1999-1020,"The installation of Novell Netware NDS 5.99 provides an unauthenticated client with Read access for the tree, which allows remote attackers to access sensitive information such as users, groups, and readable objects via CX.EXE and NLIST.EXE.",1998-09-18T04:00:00.000,2017-12-19T02:29:01.017
CVE-1999-1265,"SMTP server in SLmail 3.1 and earlier allows remote attackers to cause a denial of service via malformed commands whose arguments begin with a ""("" (parenthesis) character, such as (1) SEND, (2) VRFY, (3) EXPN, (4) MAIL FROM, (5) RCPT TO.",1998-09-22T04:00:00.000,2018-05-03T01:29:05.287
CVE-1999-1054,"The default configuration of FLEXlm license manager 6.0d, and possibly other versions, allows remote attackers to shut down the server via the lmdown command.",1998-09-25T04:00:00.000,2016-10-18T02:00:44.140
CVE-1999-1228,"Various modems that do not implement a guard time, or are configured with a guard time of 0, can allow remote attackers to execute arbitrary modem commands such as ATH, ATH0, etc., via a ""+++"" sequence that appears in ICMP packets, the subject of an e-mail message, IRC commands, and others.",1998-09-27T04:00:00.000,2017-12-19T02:29:04.220
CVE-1999-0969,"The Windows NT RPC service allows remote attackers to conduct a denial of service using spoofed malformed RPC packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka Snork.",1998-09-29T04:00:00.000,2023-11-07T01:55:05.307
CVE-1999-1181,Vulnerability in On-Line Customer Registration software for IRIX 6.2 through 6.4 allows local users to gain root privileges.,1998-09-29T04:00:00.000,2008-09-05T20:18:54.807
CVE-1999-0186,"In Solaris, an SNMP subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.",1998-10-01T04:00:00.000,2008-09-09T12:33:55.227
CVE-1999-0505,A Windows NT domain user or administrator account has a guessable password.,1998-10-01T04:00:00.000,2022-08-17T10:15:12.653
CVE-1999-0506,"A Windows NT domain user or administrator account has a default, null, blank, or missing password.",1998-10-01T04:00:00.000,2022-08-17T10:15:12.703
CVE-1999-0546,The Windows NT guest account is enabled.,1998-10-01T04:00:00.000,2022-08-17T10:15:13.253
CVE-1999-0870,"Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.",1998-10-01T04:00:00.000,2021-07-22T13:54:11.037
CVE-1999-0343,A malicious Palace server can force a client to execute arbitrary programs.,1998-10-02T04:00:00.000,2022-08-17T08:15:10.317
CVE-1999-1403,"IBM/Tivoli OPC Tracker Agent version 2 release 1 creates files, directories, and IPC message queues with insecure permissions (world-readable and world-writable), which could allow local users to disrupt operations and possibly gain privileges by modifying or deleting files.",1998-10-02T04:00:00.000,2008-09-10T19:01:52.743
CVE-1999-1404,"IBM/Tivoli OPC Tracker Agent version 2 release 1 allows remote attackers to cause a denial of service (resource exhaustion) via malformed data to the localtracker client port (5011), which prevents the connection from being closed properly.",1998-10-02T04:00:00.000,2008-09-10T19:01:52.853
CVE-1999-1291,"TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.",1998-10-05T04:00:00.000,2017-12-19T02:29:07.470
CVE-1999-1185,Buffer overflow in SCO mscreen allows local users to gain root privileges via a long terminal entry (TERM) in the .mscreenrc file.,1998-10-06T04:00:00.000,2017-07-11T01:29:00.930
CVE-1999-1381,Buffer overflow in dbadmin CGI program 1.0.1 on Linux allows remote attackers to execute arbitrary commands.,1998-10-08T04:00:00.000,2016-10-18T02:03:49.577
CVE-1999-0002,"Buffer overflow in NFS mountd gives root access to remote attackers, mostly in Linux systems.",1998-10-12T04:00:00.000,2009-01-26T05:00:00.000
CVE-1999-0053,TCP RST denial of service in FreeBSD.,1998-10-13T04:00:00.000,2008-09-05T20:16:20.580
CVE-1999-0088,IRIX and AIX automountd services (autofsd) allow remote users to execute root commands.,1998-10-26T05:00:00.000,2023-11-07T01:54:54.867
CVE-1999-0215,Routed allows attackers to append data to files.,1998-10-26T05:00:00.000,2008-09-09T12:34:01.633
CVE-1999-0118,AIX infod allows local users to gain root access through an X display.,1998-11-01T05:00:00.000,2016-10-18T01:59:01.967
CVE-1999-0254,A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.,1998-11-02T05:00:00.000,2022-08-17T07:15:15.023
CVE-1999-1459,BMC PATROL Agent before 3.2.07 allows local users to gain root privileges via a symlink attack on a temporary file.,1998-11-02T05:00:00.000,2017-12-19T02:29:08.050
CVE-1999-0052,IP fragmentation denial of service in FreeBSD allows a remote attacker to cause a crash.,1998-11-04T05:00:00.000,2024-08-01T21:35:05.723
CVE-1999-1284,"NukeNabber allows remote attackers to cause a denial of service by connecting to the NukeNabber port (1080) without sending any data, which causes the CPU usage to rise to 100% from the report.exe program that is executed upon the connection.",1998-11-05T05:00:00.000,2024-02-14T01:17:43.863
CVE-1999-1321,Buffer overflow in ssh 1.2.26 client with Kerberos V enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long DNS hostname that is not properly handled during TGT ticket passing.,1998-11-05T05:00:00.000,2008-09-05T20:19:14.820
CVE-1999-1153,HAMcards Postcard CGI script 1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,1998-11-09T05:00:00.000,2017-12-19T02:29:02.910
CVE-1999-1154,LakeWeb Filemail CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,1998-11-09T05:00:00.000,2017-12-19T02:29:02.987
CVE-1999-1155,LakeWeb Mail List CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,1998-11-09T05:00:00.000,2017-12-19T02:29:03.050
CVE-1999-1289,"ICQ 98 beta on Windows NT leaks the internal IP address of a client in the TCP data segment of an ICQ packet instead of the public address (e.g. through NAT), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.",1998-11-11T05:00:00.000,2017-12-19T02:29:07.410
CVE-1999-1025,"CDE screen lock program (screenlock) on Solaris 2.6 does not properly lock an unprivileged user's console session when the host is an NIS+ client, which allows others with physical access to login with any string.",1998-11-12T05:00:00.000,2018-10-30T16:25:26.310
CVE-1999-1322,"The installation of 1ArcServe Backup and Inoculan AV client modules for Exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.",1998-11-12T05:00:00.000,2021-04-09T16:57:21.330
CVE-1999-0057,Vacation program allows command execution by remote users through a sendmail command.,1998-11-16T05:00:00.000,2008-09-09T12:33:39.103
CVE-1999-0780,KDE klock allows local users to kill arbitrary processes by specifying an arbitrary PID in the .kss.pid file.,1998-11-18T05:00:00.000,2016-10-18T01:59:36.910
CVE-1999-0781,KDE allows local users to execute arbitrary commands by setting the KDEDIR environmental variable to modify the search path that KDE uses to locate its executables.,1998-11-18T05:00:00.000,2016-10-18T01:59:38.177
CVE-1999-0782,KDE kppp allows local users to create a directory in an arbitrary location via the HOME environmental variable.,1998-11-18T05:00:00.000,2016-10-18T01:59:39.333
CVE-1999-1107,Buffer overflow in kppp in KDE allows local users to gain root access via a long PATH environmental variable.,1998-11-18T05:00:00.000,2017-12-19T02:29:02.173
CVE-1999-1108,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1107.  Reason: This candidate is a duplicate of CVE-1999-1107.  Notes: All CVE users should reference CVE-1999-1107 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,1998-11-18T05:00:00.000,2023-11-07T01:55:06.680
CVE-1999-1288,"Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.",1998-11-19T05:00:00.000,2017-10-10T01:29:05.217
CVE-1999-1411,"The installation of the fsp package 2.71-10 in Debian GNU/Linux 2.0 adds the anonymous FTP user without notifying the administrator, which could automatically enable anonymous FTP on some servers such as wu-ftp.",1998-11-26T05:00:00.000,2016-10-18T02:04:14.630
CVE-1999-1071,"Excite for Web Servers (EWS) 1.1 installs the Architext.conf authentication file with world-writeable permissions, which allows local users to gain access to Excite accounts by modifying the file.",1998-11-30T05:00:00.000,2017-12-19T02:29:01.753
CVE-1999-1072,Excite for Web Servers (EWS) 1.1 allows local users to gain privileges by obtaining the encrypted password from the world-readable Architext.conf authentication file and replaying the encrypted password in an HTTP request to AT-generated.cgi or AT-admin.cgi.,1998-11-30T05:00:00.000,2016-10-18T02:00:58.440
CVE-1999-1073,"Excite for Web Servers (EWS) 1.1 records the first two characters of a plaintext password in the beginning of the encrypted password, which makes it easier for an attacker to guess passwords via a brute force or dictionary attack.",1998-11-30T05:00:00.000,2016-10-18T02:00:59.613
CVE-1999-0321,Buffer overflow in Solaris kcms_configure command allows local users to gain root access.,1998-12-01T05:00:00.000,2022-08-17T08:15:09.703
CVE-1999-0332,Buffer overflow in NetMeeting allows denial of service and remote command execution.,1998-12-01T05:00:00.000,2023-11-07T01:54:56.987
CVE-1999-0342,Linux PAM modules allow local users to gain root access using temporary files.,1998-12-01T05:00:00.000,2022-08-17T08:15:10.257
CVE-1999-0385,The LDAP bind function in Exchange 5.5 has a buffer overflow that allows a remote attacker to conduct a denial of service or execute commands.,1998-12-01T05:00:00.000,2020-04-02T13:28:21.187
CVE-1999-0463,Remote attackers can perform a denial of service using IRIX fcagent.,1998-12-01T05:00:00.000,2008-09-09T12:34:36.680
CVE-1999-0478,Denial of service in HP-UX sendmail 8.8.6 related to accepting connections.,1998-12-01T05:00:00.000,2008-09-09T12:34:37.710
CVE-1999-0869,"Internet Explorer 3.x to 4.01 allows a remote attacker to insert malicious content into a frame of another web site, aka frame spoofing.",1998-12-01T05:00:00.000,2021-07-22T13:53:58.380
CVE-1999-0836,UnixWare uidadmin allows local users to modify arbitrary files via a symlink attack.,1998-12-02T05:00:00.000,2023-11-07T01:55:03.137
CVE-1999-0936,BNBSurvey survey.cgi program allows remote attackers to execute commands via shell metacharacters.,1998-12-03T05:00:00.000,2022-08-17T10:15:15.517
CVE-1999-0937,BNBForm allows remote attackers to read arbitrary files via the automessage hidden form variable.,1998-12-03T05:00:00.000,2022-08-17T10:15:15.563
CVE-1999-1280,"Hummingbird Exceed 6.0.1.0 inadvertently includes a DLL that was meant for development and testing, which logs user names and passwords in cleartext in the test.log file.",1998-12-03T05:00:00.000,2017-12-19T02:29:06.940
CVE-1999-0798,"Buffer overflow in bootpd on OpenBSD, FreeBSD, and Linux systems via a malformed header type.",1998-12-04T05:00:00.000,2016-10-18T01:59:43.317
CVE-1999-1147,"Buffer overflow in Platinum Policy Compliance Manager (PCM) 7.0 allows remote attackers to execute arbitrary commands via a long string to the Agent port (1827), which is handled by smaxagent.exe.",1998-12-04T05:00:00.000,2018-05-03T01:29:04.910
CVE-1999-1276,"fte-console in the fte package before 0.46b-4.1 does not drop root privileges, which allows local users to gain root access via the virtual console device.",1998-12-07T05:00:00.000,2017-10-10T01:29:05.047
CVE-1999-1282,"RealSystem G2 server stores the administrator password in cleartext in a world-readable configuration file, which allows local users to gain privileges.",1998-12-10T05:00:00.000,2017-12-19T02:29:07.067
CVE-1999-0139,Buffer overflow in Solaris x86 mkcookie allows local users to obtain root access.,1998-12-12T05:00:00.000,2018-10-30T16:25:26.310
CVE-1999-0188,The passwd command in Solaris can be subjected to a denial of service.,1998-12-17T05:00:00.000,2018-10-30T16:26:22.357
CVE-1999-1173,"Corel Word Perfect 8 for Linux creates a temporary working directory with world-writable permissions, which allows local users to (1) modify Word Perfect behavior by modifying files in the working directory, or (2) modify files of other users via a symlink attack.",1998-12-18T05:00:00.000,2016-10-18T02:01:57.123
CVE-1999-1277,"BackWeb client stores the username and password in cleartext for proxy authentication in the Communication registry key, which could allow other local users to gain privileges by reading the password.",1998-12-24T05:00:00.000,2017-12-19T02:29:06.817
CVE-1999-1278,"nlog CGI scripts do not properly filter shell metacharacters from the IP address argument, which could allow remote attackers to execute certain commands via (1) nlog-smb.pl or (2) rpc-nlog.pl.",1998-12-25T05:00:00.000,2017-12-19T02:29:06.877
CVE-1999-0968,Buffer overflow in BNC IRC proxy allows remote attackers to gain privileges.,1998-12-26T05:00:00.000,2017-10-10T01:29:01.437
CVE-1999-1281,Development version of Breeze Network Server allows remote attackers to cause the system to reboot by accessing the configbreeze CGI program.,1998-12-26T05:00:00.000,2017-12-19T02:29:07.003
CVE-1999-1188,"mysqld in MySQL 3.21 creates log files with world-readable permissions, which allows local users to obtain passwords for users who are added to the user database.",1998-12-27T05:00:00.000,2019-10-07T16:38:14.390
CVE-1999-1285,"Linux 2.1.132 and earlier allows local users to cause a denial of service (resource exhaustion) by reading a large buffer from a random device (e.g. /dev/urandom), which cannot be interrupted until the read has completed.",1998-12-27T05:00:00.000,2017-12-19T02:29:07.190
CVE-1999-1159,SSH 2.0.11 and earlier allows local users to request remote forwarding from privileged ports without being root.,1998-12-29T05:00:00.000,2017-10-10T01:29:03.280
CVE-1999-0020,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0032.  Reason: This candidate is a duplicate of CVE-1999-0032.  Notes: All CVE users should reference CVE-1999-0032 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,1999-01-01T05:00:00.000,2023-11-07T01:54:53.530
CVE-1999-0110,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0315.  Reason: This candidate's original description had a typo that delayed it from being detected as a duplicate of CVE-1999-0315.  Notes: All CVE users should reference CVE-1999-0315 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,1999-01-01T05:00:00.000,2023-11-07T01:54:55.093
CVE-1999-0187,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0022.  Reason: This candidate is a duplicate of CVE-1999-0022.  Notes: All CVE users should reference CVE-1999-0022 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,1999-01-01T05:00:00.000,2023-11-07T01:54:55.743
CVE-1999-0197,finger 0@host on some systems may print information on some user accounts.,1999-01-01T05:00:00.000,2022-08-17T06:15:11.420
CVE-1999-0198,finger .@host on some systems may print information on some user accounts.,1999-01-01T05:00:00.000,2022-08-17T06:15:11.637
CVE-1999-0200,Windows NT FTP server (WFTP) with the guest account enabled without a password allows an attacker to log into the FTP server using any username and password.,1999-01-01T05:00:00.000,2022-08-17T06:15:11.813
CVE-1999-0205,Denial of service in Sendmail 8.6.11 and 8.6.12.,1999-01-01T05:00:00.000,2022-08-17T07:15:13.827
CVE-1999-0220,Attackers can do a denial of service of IRC by crashing the server.,1999-01-01T05:00:00.000,2022-08-17T10:15:11.923
CVE-1999-0226,"Windows NT TCP/IP processes fragmented IP packets improperly, causing a denial of service.",1999-01-01T05:00:00.000,2022-08-17T07:15:14.250
CVE-1999-0231,"Buffer overflow in IP-Switch IMail and Seattle Labs Slmail 2.6 packages using a long VRFY command, causing a denial of service and possibly remote access.",1999-01-01T05:00:00.000,2022-08-17T07:15:14.357
CVE-1999-0240,Some filters or firewalls allow fragmented SYN packets with IP reserved bits in violation of their implemented policy.,1999-01-01T05:00:00.000,2022-08-17T10:15:12.143
CVE-1999-0243,Linux cfingerd could be exploited to gain root access.,1999-01-01T05:00:00.000,2022-08-17T06:15:12.473
CVE-1999-0248,A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.,1999-01-01T05:00:00.000,2008-09-05T20:16:49.157
CVE-1999-0255,Buffer overflow in ircd allows arbitrary command execution.,1999-01-01T05:00:00.000,2022-08-17T07:15:15.130
CVE-1999-0268,"MetaInfo MetaWeb web server allows users to upload, execute, and read scripts.",1999-01-01T05:00:00.000,2008-09-09T12:34:09.413
CVE-1999-0276,mSQL v2.0.1 and below allows remote execution through a buffer overflow.,1999-01-01T05:00:00.000,2022-08-17T07:15:15.813
CVE-1999-0283,The Java Web Server would allow remote users to obtain the source code for CGI programs.,1999-01-01T05:00:00.000,2016-10-18T01:59:08.627
CVE-1999-0285,"Denial of service in telnet from the Windows NT Resource Kit, by opening then immediately closing a connection.",1999-01-01T05:00:00.000,2022-08-17T10:15:12.340
CVE-1999-0286,"In some NT web servers, appending a space at the end of a URL may allow attackers to read source code for active pages.",1999-01-01T05:00:00.000,2022-08-17T08:15:08.813
CVE-1999-0355,"Local or remote users can force ControlIT 4.5 to reboot or force a user to log out, resulting in a denial of service.",1999-01-01T05:00:00.000,2022-08-17T08:15:10.477
CVE-1999-0361,"NetWare version of LaserFiche stores usernames and passwords unencrypted, and allows administrative changes without logging.",1999-01-01T05:00:00.000,2022-08-17T08:15:10.683
CVE-1999-0364,"Microsoft Access 97 stores a database password as plaintext in a foreign mdb, allowing access to data.",1999-01-01T05:00:00.000,2016-10-18T01:59:12.267
CVE-1999-0384,The Forms 2.0 ActiveX control (included with Visual Basic for Applications 5.0) can be used to read text from a user's clipboard when the user accesses documents with ActiveX content.,1999-01-01T05:00:00.000,2018-10-12T21:29:04.433
CVE-1999-0388,"DataLynx suGuard trusts the PATH environment variable to execute the ps command, allowing local users to execute commands as root.",1999-01-01T05:00:00.000,2008-09-09T12:34:26.807
CVE-1999-0393,Remote attackers can cause a denial of service in Sendmail 8.8.x and 8.9.2 by sending messages with a large number of headers.,1999-01-01T05:00:00.000,2016-10-18T01:59:15.110
CVE-1999-0394,DPEC Online Courseware allows an attacker to change another user's password without knowing the original password.,1999-01-01T05:00:00.000,2022-08-17T06:15:14.310
CVE-1999-0395,A race condition in the BackWeb Polite Agent Protocol allows an attacker to spoof a BackWeb server.,1999-01-01T05:00:00.000,2008-09-09T12:34:27.430
CVE-1999-0397,The demo version of the Quakenbush NT Password Appraiser sends passwords across the network in plaintext.,1999-01-01T05:00:00.000,2022-08-17T08:15:11.170
CVE-1999-0398,"In some instances of SSH 1.2.27 and 2.0.11 on Linux systems, SSH will allow users with expired accounts to login.",1999-01-01T05:00:00.000,2022-08-17T08:15:11.217
CVE-1999-0399,"The DCC server command in the Mirc 5.5 client doesn't filter characters from file names properly, allowing remote attackers to place a malicious file in a different location, possibly allowing the attacker to execute commands.",1999-01-01T05:00:00.000,2022-08-17T08:15:11.273
CVE-1999-0401,A race condition in Linux 2.2.1 allows local users to read arbitrary memory from /proc files.,1999-01-01T05:00:00.000,2022-08-17T08:15:11.327
CVE-1999-0448,"IIS 4.0 and Apache log HTTP request methods, regardless of how long they are, allowing a remote attacker to hide the URL they really request.",1999-01-01T05:00:00.000,2022-08-17T08:15:12.403
CVE-1999-0452,A service or application has a backdoor password that was placed there by the developer.,1999-01-01T05:00:00.000,2022-08-17T10:15:12.503
CVE-1999-0453,"An attacker can identify a CISCO device by sending a SYN packet to port 1999, which is for the Cisco Discovery Protocol (CDP).",1999-01-01T05:00:00.000,2022-08-17T08:15:12.450
CVE-1999-0454,"A remote attacker can sometimes identify the operating system of a host based on how it reacts to some IP or ICMP packets, using a tool such as nmap or queso.",1999-01-01T05:00:00.000,2022-08-17T06:15:14.527
CVE-1999-0465,Remote attackers can crash Lynx and Internet Explorer using an IMG tag with a large width parameter.,1999-01-01T05:00:00.000,2022-08-17T08:15:12.543
CVE-1999-0495,A remote attacker can gain access to a file system using ..  (dot dot) when accessing SMB shares.,1999-01-01T05:00:00.000,2022-08-17T06:15:14.807
CVE-1999-0497,Anonymous FTP is enabled.,1999-01-01T05:00:00.000,2022-08-17T08:15:13.130
CVE-1999-0512,"A mail server is explicitly configured to allow SMTP mail relay, which allows abuse by spammers.",1999-01-01T05:00:00.000,2022-08-17T08:15:13.460
CVE-1999-0515,"An unrestricted remote trust relationship for Unix systems has been set up, e.g. by using a + sign in /etc/hosts.equiv.",1999-01-01T05:00:00.000,2022-08-17T08:15:13.617
CVE-1999-0520,A system-critical NETBIOS/SMB share has inappropriate access control.,1999-01-01T05:00:00.000,2022-08-17T06:15:15.320
